topic,evidence_1,evidence_2,label,acceptance_rate,evidence_1_stance,evidence_2_stance,evidence_1_detection_score,evidence_2_detection_score,evidence_1_id,evidence_2_id,evidence_1_wikipedia_article_name,evidence_2_wikipedia_article_name,evidence_1_wikipedia_url,evidence_2_wikipedia_url
We should subsidize biofuels,"In 2003, the European Union saw biofuels as an answer to several problems: climate change, energy security and stimulating the rural economy, and agreed the Biofuels Directive to see that production was kickstarted.",Figures from the International Energy Agency (IEA) show that biomass energy provides around 30% of the total primary energy supply in developing countries; over 2 billion people depend on biomass fuels as their primary energy source [REF].,2,0.71,PRO,PRO,0.8217313885688782,0.932826042175293,2045,2071,Agriculture in the United Kingdom,Biofuels by region,https://en.wikipedia.org/wiki/Agriculture_in_the_United_Kingdom,https://en.wikipedia.org/wiki/Biofuels_by_region
We should ban male infant circumcision,"A 2006 meta-analysis of observational data from twenty-six studies found that circumcision was associated with lower rates of syphilis, chancroid and possibly genital herpes [REF].",The Catholic Church condemned the observance of circumcision as a mortal sin and ordered against its practice in the Council of Basel-Florence in 1442 [REF].,1,0.67,CON,PRO,0.8233814239501953,0.3029617369174957,1847,1870,Circumcision,History of male circumcision,https://en.wikipedia.org/wiki/Circumcision,https://en.wikipedia.org/wiki/History_of_male_circumcision
We should legalize cannabis,"For example, a 2007 meta-analysis showed that cannabis use is statistically associated with a dose-dependent increase in risk of development of psychotic disorders, including schizoaffective disorder [REF].","""The long term consumption of cannabis in moderate doses has no harmful effects ( .. )Cannabis is less dangerous than the opiates, amphetamines and barbiturates, and also less dangerous than alcohol.",2,0.67,CON,PRO,0.9270762801170348,0.8048697710037231,874,817,Schizoaffective disorder,Wootton Report,https://en.wikipedia.org/wiki/Schizoaffective_disorder,https://en.wikipedia.org/wiki/Wootton_Report
We should abandon coal mining,"Historically, coal mining has been a very dangerous activity and the list of historical coal mining disasters is a long one.",At Moronbah North coal mine a 45 MW power station generates base load power and reduces greenhouse gas emissions [REF].,1,1.0,PRO,CON,0.16989076137542725,0.6352861523628235,437,429,Coal mining,Energy in Queensland,https://en.wikipedia.org/wiki/Coal_mining,https://en.wikipedia.org/wiki/Energy_in_Queensland
Sex education should be mandatory,"In June 2011, Hitchens was booed by a Question Time audience when he said that sex education was causing teenage pregnancies and sexually transmitted diseases, asserting that sex education ""is actually all about taking away [children's] innocence.""","Public opinion polls conducted over the years have found that the majority of Americans favor broader sex education programs over those that teach only abstinence, although abstinence educators recently published poll data with the totally opposite conclusion [REF].",2,1.0,CON,PRO,0.8245646357536316,0.827472448348999,943,953,Peter Hitchens,Adolescent sexuality in the United States,https://en.wikipedia.org/wiki/Peter_Hitchens,https://en.wikipedia.org/wiki/Adolescent_sexuality_in_the_United_States
We should introduce school vouchers,Jones also advocates school vouchers to give parents more choices of which schools to send their children [REF].,"In Zelman, the Court approved a school voucher program that aided church schools along with other private schools.",1,0.88,PRO,PRO,0.827799916267395,0.42019253969192505,2750,2746,Vernon Jones,William Rehnquist,https://en.wikipedia.org/wiki/Vernon_Jones,https://en.wikipedia.org/wiki/William_Rehnquist
We should subsidize biofuels,"Alternative Energy In 2006, Etheridge joined U.S. Congresswoman Stephanie Herseth in proposing increased research and development of biofuels to reduce the United States' dependence on foreign oil [REF].","In 2007, United nations Food and Agriculture Organization Special Rapporteur for the Right to Food urges five year moratorium on food based biofuels, including ethanol, saying its development is a ""crime against humanity.""",1,0.7,PRO,CON,0.8401623964309692,0.6010699272155762,2021,2050,Bob Etheridge,Timeline of alcohol fuel,https://en.wikipedia.org/wiki/Bob_Etheridge,https://en.wikipedia.org/wiki/Timeline_of_alcohol_fuel
We should increase government regulation,"Energy: Badnarik opposes government regulation of the energy industry, instead arguing that the free market is more effective in controlling prices and maintaining stability.","Huberty, a survivalist, saw signs of growing trouble in America, believing that government meddling and regulation was the cause of business failures and unemployment, including his own.",1,0.6,CON,CON,0.9147542119026184,0.5310630202293396,166,163,Michael Badnarik,San Ysidro McDonald's massacre,https://en.wikipedia.org/wiki/Michael_Badnarik,https://en.wikipedia.org/wiki/San_Ysidro_McDonald's_massacre
Abstinence-only sex education should be mandatory,"Vitter advocated abstinence-only sex education, emphasizing abstinence over sex education that includes information about birth control, drawing criticism from Planned Parenthood [REF].","For instance, abstinence only education fails to decrease people's risks of transmitting STDs in the developing world [REF]. .",1,0.63,PRO,CON,0.4568067491054535,0.603823721408844,3260,3256,David Vitter,Catholic Church and AIDS,https://en.wikipedia.org/wiki/David_Vitter,https://en.wikipedia.org/wiki/Catholic_Church_and_AIDS
Bullfighting should be banned,"On July 28, 2010, Catalonia became the second Spanish territory, after the Canary Islands, to forbid bullfighting.","The King has allegedly stated, that ""the day the EU bans bullfighting is the day Spain leaves the EU"" [REF].",1,0.78,PRO,CON,0.323761522769928,0.7806721329689026,1174,1193,Catalonia,Bullfighting,https://en.wikipedia.org/wiki/Catalonia,https://en.wikipedia.org/wiki/Bullfighting
Bullfighting should be banned,"In addition, recent studies have stated that 92% of Galicians are firmly against bullfighting, the highest rate of the country, even more than Catalonia.","In March 2009, Viana do Castelo, a city in northern Portugal, became the first city in that country to ban bullfighting.",1,0.78,PRO,PRO,0.8064275979995728,0.6963538527488708,1217,1216,Galicia (Spain),Bullfighting,https://en.wikipedia.org/wiki/Galicia_(Spain),https://en.wikipedia.org/wiki/Bullfighting
We should legalize prostitution,A number of established businesses have claimed that the open prostitution hurts their business[REF] such as a VIPS restaurant that states that the number of patrons decreases significantly at night [REF].,"On September 2, 2009, Cicilline submitted an ordinance to the City Council to ban indoor prostitution in the city, imposing a $500 fine and a potential 30-day prison sentence on violators [REF].",1,1.0,CON,CON,0.7124947309494019,0.8083139657974243,1630,1633,Colonia San Rafael,David Cicilline,https://en.wikipedia.org/wiki/Colonia_San_Rafael,https://en.wikipedia.org/wiki/David_Cicilline
We should further exploit hydroelectric dams,"In October 2010, China Yangtze Power, the largest hydropower corporation in China, and EuroSibEnergo, a Russian energy company, signed a cooperation agreement to expand hydroelectric energy production in Russia and export energy to China's northern territories [REF].","The 2007 National Energy Policy supports the diversification and increase of energy sources, mainly through renewable energy such as hydroelectricity, geothermal, solar, wind power and biofuels (as well as mineral coal and natural gas).",2,0.67,PRO,PRO,0.6482659578323364,0.7835735082626343,2968,2961,Renewable energy in Russia,Electricity sector in El Salvador,https://en.wikipedia.org/wiki/Renewable_energy_in_Russia,https://en.wikipedia.org/wiki/Electricity_sector_in_El_Salvador
We should prohibit corporal punishment,"Although spanking is legal in the United States, as early as 1985 The New York Times stated that ""most child-care experts today disapprove of physical punishment.""[REF] .","Corporal punishment was linked with nine other negative outcomes, including increased rates of aggression, delinquency, mental health problems, problems in relationships with their parents, and likelihood of being physically abused.",2,0.86,PRO,PRO,0.7333664894104004,0.3947297334671021,3427,3423,James Dobson,Corporal punishment in the home,https://en.wikipedia.org/wiki/James_Dobson,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
We should ban partial birth abortions,Additional polls from 2003 found between 47-70% in favor of banning partial-birth abortions and between 25-40% opposed [REF].,"In the mid-1990s, Moynihan was one of the Democrats to support the ban on the procedure known as partial-birth abortion.",1,0.71,PRO,PRO,0.697921097278595,0.37839624285697937,103,47,Partial-Birth Abortion Ban Act,Daniel Patrick Moynihan,https://en.wikipedia.org/wiki/Partial-Birth_Abortion_Ban_Act,https://en.wikipedia.org/wiki/Daniel_Patrick_Moynihan
We should legalize cannabis,"Citing more potent strains and increased ""cannabis-related health damage"", Mr. Costa proclaimed that ""the harmful characteristics of cannabis are no longer that different from those of other plant-based drugs such as cocaine and heroin.""[REF]","In 2001, a report by David Boyum and Mark Kleiman entitled ""Substance Abuse Policy from a Crime-Control Perspective"" found the ""high"" from cannabis is unlikely to trigger violence and concluded:[REF] .",1,0.75,CON,PRO,0.8509694337844849,0.3958510160446167,839,848,Antonio Maria Costa,Decriminalization of non-medical cannabis in the United States,https://en.wikipedia.org/wiki/Antonio_Maria_Costa,https://en.wikipedia.org/wiki/Decriminalization_of_non-medical_cannabis_in_the_United_States
We should abolish the right to keep and bear arms,"Once again viewing federal relationships, the Supreme Court in McDonald v. Chicago (2010) determined that the right of an individual to ""keep and bear arms"" is protected by the Second Amendment.",VCDL is a non-partisan organization dedicated to defending the human rights of all Virginians and the proposition that the right to keep and bear arms is a fundamental human right.,1,0.86,CON,CON,0.2964801788330078,0.7377306818962097,1452,1445,United States Constitution,Virginia Citizens Defense League,https://en.wikipedia.org/wiki/United_States_Constitution,https://en.wikipedia.org/wiki/Virginia_Citizens_Defense_League
We should further exploit wind turbines,In January 2012 the Ontario Federation of Agriculture asked the Ontario government to put a moratorium on all wind turbine projects until health effects and other issues have been properly assessed.,"The Red Hills Wind Farm includes 82 wind turbine generators that produce 123 MW of clean energy, enough to power more than 40,000 homes [REF].",2,0.89,CON,PRO,0.7294121384620667,0.7368002533912659,1511,1539,Amherst Island,"Elk City, Oklahoma",https://en.wikipedia.org/wiki/Amherst_Island,"https://en.wikipedia.org/wiki/Elk_City,_Oklahoma"
